ProductDescription,Prices
" Lenovo Ideapad 3 14IAU7 Intel Core i7 -1255U
Ideapad 3 14IAU7 82RJ003HPH Laptop (Abyss Blue) , 14 FHD , i7-1255U , 8GB RAM DDR4 , 512 GB SSD , Iris Xe Graphics , Windows 11 Home , MS Office Home & Student 2021 
                        	Pay only P 5,461 a Month for 12 months or
P 10,342 a Month for 6 months on major credit cards.
						
"," ₱ 57,995

"
" Acer Swift 3x SF314-510G-77HY Intel Core i7 11th Gen
Intel Core i7-1065G7 Processor 1.30 GHz 8M Cache, up to 3.90 GHz, 16GB LPDDR4 SDRAM No Expansion slot (built in), 1TB NVME (M.2 slot), 13.5 inches VertiView display w/ IPS technology 2K resolution (2256 x 1504), Intel Iris Plus Graphics, Windows 10 
                        	Pay only P 5,555 a Month for 12 months or
P 10,521 a Month for 6 months on major credit cards.
						
"," ₱ 58,999

"
" HP Pavilion Aero 13-BE0223AU AMD Ryzen 7 5800U
AMD Ryzen 7 5800U (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads), 16GB DDR4-3200 SDRAM (onboard), 512GB PCIe NVMe M.2 SSD, 13.3 inches diagonal, WQXGA (2560 x 1600), AMD Radeon Graphics, Fingerprint reader, Windows 11 
                        	Pay only P 5,649 a Month for 12 months or
P 10,698 a Month for 6 months on major credit cards.
						
"," ₱ 59,990

"
" HP Laptop Envy 13-BA1521TX Intel Core i5 11th Gen
Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores), 8GB DDR4-2933 MHz RAM (onboard), 512GB PCIe NVMe TLC M.2 SSD, 13.3 inches diagonal, FHD (1920 x 1080), NVIDIA GeForce MX450 (2 GB GDDR6 dedicated), Windows 11 
                        	Pay only P 5,649 a Month for 12 months or
P 10,698 a Month for 6 months on major credit cards.
						 Free: Microsoft Office Home and Student 2021 (Pre-Installed)
"," ₱ 59,990

"
" Lenovo ideaPad Slim 3i 14ITL6 82H70048PH Intel Core i7 11th Gen
Intel Core i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB), 4GB Soldered DDR4 + 4GB SO-DIMM DDR4, 512GB SSD M.2 NVMe, 14 inches FHD (1920x1080), GeForce MX450, Windows 10, MS Office 2019 Home and Student 
                        	Pay only P 5,649 a Month for 12 months or
P 10,699 a Month for 6 months on major credit cards.
						
"," ₱ 59,995

"
" Lenovo Ideapad Slim- 5i- 15ITL05-Intel Core i7-  1165G7
Lenovo IdeaPad Slim 5i 15ITL05 82FG01F2PH [Grey] 15.6 FHD IPS ,Core i7-1165G7
16GB RAM,1TB SSD, Graphics Nvidia Geforce  MX450 2gb ddr6 
                        	Pay only P 5,649 a Month for 12 months or
P 10,699 a Month for 6 months on major credit cards.
						
"," ₱ 59,995

"
" Asus Zenbook 14 UX435EG-K9191TS Intel Core i5 11th Gen
Intel Core i5-1135G7 2.4GHz (8M Cache, up to 4.2 GHz, 4 cores) Processor, 16GB DDR4 Memory (on board), 512GB M.2 NVMe PCIe 3.0 SSD, 14 inches FHD 1920 x 1080, ScreenPad 2.0 (FHD+ (2160 x 1080) IPS-level Panel, NVIDIA GeForce MX450 2GB GDDR6, Windows 10 Pay only P 9,999 a Month for 6 months or
P 5,349 a Month for 12 months on major credit cards.
"," ₱ 59,995

"
" HP ENVY 13-BA1024TX Intel Core i5 11th Gen
Intel Core i5-1135G7 Processor (8M Cache, up to 4.20 GHz), 8GB DDR4, 512 GB PCIe NVMe M.2 SSD, 13.3 inches FHD (1920 x 1080), NVIDIA GeForce MX450 (2 GB GDDR6), Windows 10 
                        	Pay only P 5,649 a Month for 12 months or
P 10,699 a Month for 6 months on major credit cards.
						
"," ₱ 59,999

"
" Acer TravelMate P215-53G-706W Intel Core i7 11th Gen
Intel Core i7-1165G7 Processor, 4Cores 8Threads, 12M Cache, 2.80 GHz up to 4.70 GHz, with IPU, 16GB (1 x 16GB) Dual-channel DDR4, 512GB PCIe NVMe SSD, Nvidia GeForce MX330 2GB, Windows 10 Pro 
                        	Pay only P 5,649 a Month for 12 months or
P 10,699 a Month for 6 months on major credit cards.
						
"," ₱ 59,999

"
" Acer Aspire Vero AV15-51-78G8 Intel Core i7 11th Gen
Intel Core i7-1195G7 processor (12 MB Smart Cache, 2.9 GHz with Turbo Boost Max Technology 3.0 up to 5.0 GHz, 16GB DDR4 (8GB of onboard DDR4 system memory + 8GB of dual-channel DDR4), 1TB NVMe SSD, 15.6 inches display Full HD 1920 x 1080, Intel Iris Xe Graphics, Windows 11 
                        	Pay only P 5,649 a Month for 12 months or
P 10,699 a Month for 6 months on major credit cards.
						
"," ₱ 59,999

"
" Acer Nitro 5 AN515-57-53SB Intel Core i5 11th Gen
Intel Core i5-11400H processor (12 MB Smart Cache, 2.7 GHz with Turbo Boost up to 4.5 GHz, DDR4), 8GB of DDR4 3200mhz, 512GB NVMe SSD, 15.6 inches display 144Hz Full HD 1920 x 1080, NVIDIA GeForce RTX 3050 Ti 4GB GDDR6, Windows 10 
                        	Pay only P 5,649 a Month for 12 months or
P 10,699 a Month for 6 months on major credit cards.
						
"," ₱ 59,999

"
" HP Pavilion 15-EG0512TX Intel Core i7 11th Gen
Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores), 16GB DDR4-3200 SDRAM (2 x 8 GB), 512GB PCIe NVMe M.2 SSD, 15.6 inches diagonal, FHD (1920 x 1080), NVIDIA GeForce MX450 2GB GDDR5, WIndows 11 
                        	Pay only P 5,931 a Month for 12 months or
P 11,233 a Month for 6 months on major credit cards.
						 Free: Microsoft Office 2019 Home and Student (Pre-Installed)
"," ₱ 62,990

"
" HP Pavilion 15-EG1029TU Intel Core i7 11th Gen
Intel Core i7-1195G7 (up to 5.0 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads), 16GB DDR4-3200 MHz RAM (2 x 8 GB), 1TB PCIe NVMe M.2 SSD, 39.6 cm (15.6 inches) diagonal, FHD (1920 x 1080), IPS, Intel Iris Xe Graphics, Windows 11 
                        	Pay only P 5,931 a Month for 12 months or
P 11,233 a Month for 6 months on major credit cards.
						 Free: Microsoft Office 2019 Home and Student (Pre-Installed)
"," ₱ 62,990

"
" HP Pavilion x360 14-DY1028TU Intel Core i7 11th Gen
Intel Core i7-1195G7, 16GB DDR4-3200 MHz RAM (2 x 8 GB), 512GB PCIe NVMe M.2 SSD, 14 diagonal FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, Intel Iris Xe Graphics, with pen, Windows 11 
                        	Pay only P 5,931 a Month for 12 months or
P 11,233 a Month for 6 months on major credit cards.
						 Free: Microsoft Office Home and Student 2019 (Pre-Installed)
"," ₱ 62,990

"
" Dell Inspiron 13 5301 Intel Core i7 11th Gen
Intel® Core i7-1165G7 Processor (12MB Cache, up to 4.7 GHz), 13.3 inches FHD Display,  8GB onboard LPDDR4x, 512GB M.2 PCIe NVMe SSD, NVIDIA GeForce MX350 2GB GDDR5 graphics memory, Windows 10 
                        	Pay only P 5,931 a Month for 12 months or
P 11,233 a Month for 6 months on major credit cards.
						
"," ₱ 62,990

"
" HP ENVY x360 Convert 13-AY1053AU AMD Ryzen 5 5600U
AMD Ryzen 5 5600U (up to 4.2 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads), 8GB DDR4-3200 (onboard), 512GB PCIe NVMe M.2 SSD, 33.8 cm (13.3"") diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, Corning Gorilla Glass, AMD Radeon Graphics, Windows 11 
                        	Pay only P 5,931 a Month for 12 months or
P 11,233 a Month for 6 months on major credit cards.
						
"," ₱ 62,990

"
" Asus VivoBook PRO OLED M3500QC-L1408WS AMD Ryzen 5 5600H
AMD Ryzen 5 5600H Mobile Processor (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost), 16GB DDR4, 512GB SSD, 15 inches FHD (1920 x 1080) OLED Display, NVIDIA GeForce RTX 3050, Windows 11 
                        	Pay only P 5,932 a Month for 12 months or
P 11,234 a Month for 6 months on major credit cards.
						 Free: Microsoft Office Home and Student 2021 (Pre-Installed)
"," ₱ 62,995

"
" Asus VivoBook PRO 15 OLED M3500QC-L1080TS AMD Ryzen 5 5600H
AMD Ryzen 5 5600H Mobile Processor, 16GB DDR4, 512GB M.2 NVMe PCIe 3.0 SSD, FHD (1920 x 1080), NVIDIA GeForce RTX 3050, Windows 10 Home 
                        	Pay only P 5,932 a Month for 12 months or
P 11,234 a Month for 6 months on major credit cards.
						
"," ₱ 62,995

"
" Acer Swift 5 SF514-55TA-54J7 Intel Core i5 11th Gen
Intel Core i5 1135G7 2.4 GHz up to 4.2 GHz, 8GB DDR4,  512GB SSD, 14 inches FHD IPS Display, 8GB RAM, Intel Iris Xe Graphics, Windows 10 Pay only P 5,249 a Month for 12 months or
P 10,499 a Month for 6 months on major credit cards.
"," ₱ 62,999

"
" HP Victus 15-FA0040TX Intel Core i5 12th Gen
Intel Core I5-12500h,8gb ddr4 3200hz,512gb ssd pcie 3x4,Nvidia GeForce RTX 3050 ti 4gb, 15,6 FHD Anti Glare Ultra Slim ips 250nits 144hz Narrow Border,W11 Home,,Tnr Ceramic 
                        	Pay only P 6,119 a Month for 12 months or
P 11,589 a Month for 6 months on major credit cards.
						 Free: Microsoft Office Home & Student 2021 (Pre-installed)
"," ₱ 64,990

"
" Lenovo Yoga Slim 7 Pro 14ACH5 82N5001HPH AMD Ryzen 7 5800H
AMD Ryzen 7 5800H (8C / 16T, 3.2 / 4.4GHz, 4MB L2 / 16MB L3), 16GB Soldered DDR4-3200, 512GB SSD M.2 2280 PCIe 3.0x4 NVMe, 14 inches 2.8K (2880x1800) OLED 400nits Glossy, 90Hz, 100% DCI-P3, HDR 500 True Black, Glass, Dolby Vision, AMD Radeon Graphics, Windows 10 
                        	Pay only P 6,120 a Month for 12 months or
P 11,590 a Month for 6 months on major credit cards.
						
"," ₱ 64,995

"
" Asus ZenBook Flip 13 UX363EA-EM035TS Intel Core i5 11th Gen
Intel Core i5-1135G7 Processor 8M Cache, up to 4.20 GHz, 8GB 4266 MHz LPDDR4x, 512GB PCIe NVMe x2 M.2 SSD, 13.3 inches LED-backlit FHD (1920 x 1080) 16:9 slim-bezel NanoEdge touchscreen, Intel Iris Xe graphics, Windows 10 Home 
                        	Pay only P 6,120 a Month for 12 months or
P 11,590 a Month for 6 months on major credit cards.
						
"," ₱ 64,995

"
" Asus Asus ZENBOOK 13 OLED UX325EA-KG272TS Intel Core i7 11th Gen
Intel Core i7-1165G7 Processor, 16GB DDR4 Memory, 512GB SSD Storage, 13.3 inches FHD OLED DISPLAY, Intel IRIS Xe graphics with NumberPad, Windows 10 Pay only P 10,832 a Month for 6 months or
P 5,795 a Month for 12 months on major credit cards.
"," ₱ 64,995

"
" Asus Zenbook 14X OLED UM5401QA-KN006TS AMD Ryzen 5 5600H
AMD Ryzen 5 5600H (6-core/12-thread, 19MB cache, up to 4.2 GHz max boost) Processor, 8GB LPDDR4X on board Memory, 512GB M.2 NVMe PCIe 3.0 SSD, 14 inches WQXGA OLED 2880x1800 Display (Touch Screen), AMD Radeon Graphics, Windows 10 
                        	Pay only P 6,120 a Month for 12 months or
P 11,590 a Month for 6 months on major credit cards.
						
"," ₱ 64,995

"
" HP ENVY x360 Convert 13-ay1001AU Ryzen 7 5800U
AMD Ryzen 7 5800U (up to 4.4 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads), 16GB DDR4-3200 MHz RAM (onboard), 1 TB PCIe NVMe M.2 SSD, 13.3 inches diagonal, FHD (1920 x 1080), multitouch-enabled, IPS, AMD Radeon Graphics, Windows 11 
                        	Pay only P 6,590 a Month for 12 months or
P 12,481 a Month for 6 months on major credit cards.
						
"," ₱ 69,990

"
" Asus VivoBook Flip 14 TP470EZ-EC129WS Intel Core i7 11th Gen
Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores), 16GB LPDDR4X on board, Total system memory: 8GB, 512GB M.2 NVMe PCIe 3.0 SSD,14 inches FHD (1920 x 1080) Touch screen with stylus support, Intel Iris Xe Max 4GB, Stylus Pen/Black, Windows 11 
                        	Pay only P 6,591 a Month for 12 months or
P 12,482 a Month for 6 months on major credit cards.
						 Free: Microsoft Office Home and Student 2021 (Pre-Installed)
"," ₱ 69,995

"
" Acer Swift 3 SF313-52-712L Intel Core i7 10th Gen
Intel Core i7-1065G7 Processor 1.30GHz 8M Cache, up to 3.90 GHz, 16GB LPDDR4, 1TB NVMe SSD On-board SSD (none expandable), 13.5"" IPS LCD 2256 x 1504, Intel Iris Plus Graphics, Windows 10 Pay only P 5,833 a Month for 12 months or
P 11,666 a Month for 6 months on major credit cards.
"," ₱ 69,999

"
" Asus ZenBook Duo UX481FL-HJ156TS Intel Core i5 10th Gen
Intel Core i5-10210U Processor, 16GB LPDDR3, 512GB PCIEG3x4 NVME M.2 SSD, 14 inches FHD 1920x1080 IPS + 12.6"" FHD Touch Display, NVIDIA MX250 2GB GDDR5, Windows 10 Home, Pre-Installed Microsoft Office Home & Student 2019 
                        	Pay only P 6,591 a Month for 12 months or
P 12,483 a Month for 6 months on major credit cards.
						
"," ₱ 69,999

"
" Acer Spin 5 SP513-54N-73ZX Intel Core i7 10th Gen
Intel Core i7-1065G7 Processor 1.30 GHz 8M Cache, up to 3.90 GHz, 16GB LPDDR4, 1TB NVME (M.2 slot), 13.5"" VertiView display w/ IPS technology 2K resolution, Intel Iris Plus Graphics, Windows 10 
                        	Pay only P 6,591 a Month for 12 months or
P 12,483 a Month for 6 months on major credit cards.
						
"," ₱ 69,999

"
" Lenovo IdeaPad 5 Pro 14ITL6 82L30029PH Intel Core i7 11th Gen
Intel Core i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB), 16GB Soldered DDR4-3200, 1TB SSD M.2 2280 PCIe 3.0x4 NVMe, 14"" 2.2K (2240x1400) IPS 300nits Anti-glare, 60Hz, NVIDIA GeForce MX450 2GB GDDR6, Operating System : Windows 10 
                        	Pay only P 6,779 a Month for 12 months or
P 12,839 a Month for 6 months on major credit cards.
						
"," ₱ 71,995

"
" HP Envy 13-BA1522TX Intel Core i7 11th Gen
Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology, 12MB L3 cache, 4 cores), 16GB DDR4-2933, 512GB PCIe NVMe TLC M.2 SSD, 13.3 inches diagonal, FHD (1920 x 1080) IPS, NVIDIA GeForce MX450 2GB, Windows 11 
                        	Pay only P 6,873 a Month for 12 months or
P 13,016 a Month for 6 months on major credit cards.
						 Free: Microsoft Office Home and Student 2021 (Pre-Installed)
"," ₱ 72,990

"
" HP ENVY 13-BA1025TX Intel Core i7 11th Gen
Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology), 16GB DDR4 SDRAM (onboard), 512GB PCIe NVMe M.2 SSD, 13.3 inches diagonal, FHD (1920 x 1080), IPS, edge-to-edge glass, NVIDIA GeForce MX450 (2GB GDDR6 dedicated), WIndows 10 
                        	Pay only P 6,873 a Month for 12 months or
P 13,016 a Month for 6 months on major credit cards.
						
"," ₱ 72,990

"
" HP Victus 16- D1094TX- Intel Core I5- 12500H
Intel Core i5-12500h,16gb ddr5 4800hz,512gb ssd pcie 3x4,Nvidia GeForce RTX 3060 6gb, 16.1 FHD Anti Glare Ultra Slim ips 250nits 144hz Narrow Border,W11 Home,,Tnr Ceramic office home & Students Preinstalled, 
                        	Pay only P 7,532 a Month for 12 months or
P 14,264 a Month for 6 months on major credit cards.
						
"," ₱ 79,990

"
" Asus TUF Gaming F15 FX506HM-HN094T Intel Core i7 11th Gen
Intel Core i7-11800H, 8GB DDR4, 1TB PCIE SSD, 15.6 inches FHD IPS, nVidia RTX3060 6GB, Win10 
                        	Pay only P 7,532 a Month for 12 months or
P 14,265 a Month for 6 months on major credit cards.
						
"," ₱ 79,995

"
" Asus ZenBook DUO UX482EAR-HY341WS Intel Core i5 11th Gen
Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores), 16GB LPDDR4X on board, Total system memory:16GB, 512GB M.2 NVMe PCIe SSD with 32GB Intel Optane Memory, 14.0-inch, FHD (1920 x 1080), Intel Iris Xe Graphics, ScreenPad Plus (12.65"" 1920 x 515 IPS-level Panel Support Stylus), Windows 11 Home 
                        	Pay only P 8,003 a Month for 12 months or
P 15,157 a Month for 6 months on major credit cards.
						 Free: Microsoft Office 2021 Home and Student (Pre-Installed).
"," ₱ 84,995

"
" HP Spectre X360 13-AW2095TU Intel Core i5 11th Gen
Intel Core i5-1135G7 Processor (up to 4.2 GHz), 8GB DDR4, 512GB SDD, 13.3 inches diagonal FHD (1920 x 1080) multitouch-enabled, IPS, edge-to-edge glass with anti-reflection Corning Gorilla Glass, Intel Iris Xe Graphics, Windows 10 
                        	Pay only P 8,097 a Month for 12 months or
P 15,334 a Month for 6 months on major credit cards.
						
"," ₱ 85,990

"
" HP Spectre X360 14-EA1057TU Intel Core i5 11th Gen
Intel Core i5-1155G7 (up to 4.5 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores, 8 threads), 8GB LPDDR4x-4266 MHz RAM (onboard), 512GB PCIe NVMe TLC M.2 SSD, 34.3 cm (13.5 inches) diagonal, WUXGA+ (1920 x 1280), multitouch-enabled, IPS, Intel Iris Xe Graphics, Windows 11 
                        	Pay only P 8,285 a Month for 12 months or
P 15,691 a Month for 6 months on major credit cards.
						
"," ₱ 87,990

"
" HP Spectre X360 14-EF0038TU Intel Core i5 12th Gen
HP NB Spectre X360 14-EF0038TU,Intel Core i5-1235U,8GB DDR4, 512GB PCIe 4x4,Intel Iris Xe, Touch, 13.5 WUXGA (1920x1200) IPS,W11 Home/ Nightfall Black
FPR+IR camera. 
                        	Pay only P 8,285 a Month for 12 months or
P 15,691 a Month for 6 months on major credit cards.
						
"," ₱ 87,990

"
" Asus ZenBook 15 UX534FTC-A7611T i7 10th Gen
ZenBook 15 UX534FTC-A7611T Intel Core i7-10510U Processor (8M Cache, up to 4.90 GHz), 16GB DDR4, 1TB PCIe Gen3 x4 SSD, 15.6 inches (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with wide 178 degree viewing angles, NVIDIA GeForce GTX 1650 with Max-Q Design 4GB GDDR5 VRAM, Windows 10 
                        	Pay only P 8,474 a Month for 12 months or
P 16,049 a Month for 6 months on major credit cards.
						
"," ₱ 89,995

"
" Asus Zenbook Flip S UX371EA-HL135TS Intel Core i7-1165G7
Intel Core i7-1165G7 Processor, 16GB LPDDR4X onboard Memory, 1TB M.2 NVMe PCIe 3.0 SSD, 13.3 inches, OLED, 4K UHD 3840 x 2160 (Touch), Intel IRIS Xe Graphics, Windows 10, Pre-Installed Microsoft Office Home & Student 2019 
                        	Pay only P 8,945 a Month for 12 months or
P 16,940 a Month for 6 months on major credit cards.
						
"," ₱ 94,995

"
" HP Spectre X360 14-EA1060TU Intel Core i7 11th Gen
Intel Core i7-1195G7 Processor (up to 5.0 GHz with Intel Turbo Boost Technology(2g), 12 MB L3 cache, 4 cores, 8 threads), 16GB LPDDR4x-4266 MHz RAM (onboard), 512GB PCi NVMe TLC M.2 SDD, 13.5 inches diagonal WUXGA+ (1920 x 1280) multitouch-enabled, Intel Iris Xe Graphics, Windows 11 
                        	Pay only P 9,039 a Month for 12 months or
P 17,118 a Month for 6 months on major credit cards.
						 Free: Microsoft Office 2019 Home and Student (Pre-Installed)
"," ₱ 95,990

"
" HP NB Spectre X360 14-EF0039TU Intel Core i7 12th Gen
HP NB Spectre X360 14-EF0039TU,Intel Core i7-1255U, 16GB DDR4, 512GB PCIe 4x4,Intel Iris Xe,Touch,13.5 WUXGA (1920x1200) IPS, W11 Home, Nightfall Black 
 FPR+IR camera. 
                        	Pay only P 9,039 a Month for 12 months or
P 17,118 a Month for 6 months on major credit cards.
						
"," ₱ 95,990

"
" HP SPECTRE X360 13-AW0116TU Intel Core i7 10th Gen
HP SPECTRE X360 13-AW0116TU, Intel Core i7-1065G7, 13.3 Inches FHD IPS, 16GB DDR4, 1TB SSD, Windows 10, Nightfall Black Pay only P 16,665 a Month for 6 months or
P 8,915 a Month for 12 months on major credit cards.
"," ₱ 99,990

"
" Asus ZenBook DUO UX482EGR-KA357WS Intel Core i7 11th Gen
Intel Core i7-1195G7 Processor 3.0 GHz (12M Cache, up to 4.8 GHz, 4 cores), 16GB LPDDR4X on board, 1TB M.2 NVMe PCIe 3.0 SSD, 14.0 inches FHD Display (1920 x 1080), NVIDIA GeForce MX450 2GB GDDR6, Windows 11 
                        	Pay only P 9,416 a Month for 12 months or
P 17,832 a Month for 6 months on major credit cards.
						
"," ₱ 99,995

"
" HP Spectre X360 14-EA1058TU Intel Core i7 11th Gen
Intel Core i7-1195G7 Processor (up to 5.0 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads), 16GB LPDDR4x-4266 MHz RAM (onboard), 1TB PCi NVMe TLC M.2 SDD, 13.5 inches diagonal WUXGA+ (1920 x 1280) multitouch-enabled, IPS, edge-to-edge glass with anti-reflection Corning Gorilla Glass, Intel Iris Xe Graphics, Windows 11 
                        	Pay only P 9,698 a Month for 12 months or
P 18,366 a Month for 6 months on major credit cards.
						 Free: Microsoft Office 2019 Home and Student (Pre-Installed)
"," ₱ 102,990

"
" HP NB Spectre X360 14-EF0042TU Intel Core i7 12th Gen
HP NB Spectre X360 14-EF0042TU,Intel Core i7-1255U, 16GB DDR4, 1TB PCIe 4x4,
 Intel Iris Xe, Touch,13.5 WUXGA (1920x1200) IPS,W11 Home, Nightfall Black FPR+IR camera. 
                        	Pay only P 9,698 a Month for 12 months or
P 18,366 a Month for 6 months on major credit cards.
						
"," ₱ 102,990

"
